slug	date	updatedAt	product_cards	rakuten_afl	rakuten_raw	amazon_asin	amazon_url	amazon_short	a8mat	monetized_total	status	notes
headlight-rechargeable	2026-06-02	2026-06-02	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#1,#3) ｜2026-09-21 backfill(campkit-20260921-16): #1 N-FORCE SR-01L は no-amazon(構成違い): 楽天SKU属性 ブランド=N-FORCE/メーカー型番SR-01L・付属品「本体・充電池2本・充電ケーブル」¥2,880。N-FORCEはAmazonに出品あり(正規店 FLUFFY_STORE)だが、検索「N-FORCE ヘッドライト SR-01L」「"N-FORCE" ヘッドライト」で出るのは B07FR6RLCF(メーカー型番SR-02・単3×3本または18650×2本のハイブリッド電源・充電池は付属しない・¥2,180)と SP-20A/SC-200B/SC-300R の別型番のみ。SR-02は同筐体(170g/260g・5000lm)でも充電池非同梱の別構成・別型番のため不採用
helinox-chair	2026-06-15	2026-06-15	4	8	0	0	4	4	0	12	ok	
hexa-tarp	2026-06-02	2026-06-02	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#2,#3,#4,#5)
hot-sandwich-maker	2026-06-02	2026-06-02	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#3,#5)
hot-water-bottle	2026-08-05	2026-08-05	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#2,#4,#5)
infinity-chair	2026-07-28	2026-09-03	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#2,#4)
inflatable-mat	2026-06-02	2026-09-21	5	10	0	5	0	0	0	15	ok	Amazon未設定カード 0/5 ｜2026-09-21 backfill(campkit-20260921-13): #4=B0CLV79J6K(PYKES PEAK 型番P0207IFMST-BLK)・#5=B085TBSTW4(Bears Rock MT-103F エスニックオリーブ)を設置 ｜2026-09-21 backfill(campkit-20260921-14): #1=B0CBTMQJZP(CAMDOOR 幅70cm/8cm/ブラック 単品 メーカー型番14CAMDOOR2 ¥6,450)を設置。表記差あり・人間判断で採用(2026-09-21 田之上さん: Aiflycy=CAMDOOR同一OEMとみなす)。実リンク先 luxim647/3sp02 の既定SKUは sp0208hei=プレミアムサイズ幅70cm/8cm/ブラック/枕なし(型番sp02・¥7,480)で、Amazon側も幅70cm・8cm・ブラック・200cm・単品で一致。※カード名「枕付き 幅75cm」は同ページの別SKU(sp06・10cmのみ・¥8,880)の仕様で実リンク先と不一致→商品名修正は別タスク
inner-tent-kangaroo	2026-09-09	2026-09-09	5	5	0	5	0	0	0	10	ok	
insulated-tumbler	2026-09-10	2026-09-10	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5)
isuka-sleeping-bag	2026-09-16	2026-09-16	5	5	0	5	0	0	0	10	ok	
iwatani-stove	2026-06-15	2026-06-15	3	6	0	3	0	0	0	9	ok	
jackery-power-station	2026-06-08	2026-09-21	5	10	0	5	5	5	0	20	ok	
karrimor-backpack	2026-06-15	2026-09-21	4	8	0	0	4	4	0	12	ok	
kids-sleeping-bag	2026-04-28	2026-08-27	5	5	0	1	0	0	0	6	ok	Amazon未設定カード 4/5 (#1,#3,#4,#5)
lantern-furusato	2026-08-24	2026-08-24	0	1	0	0	0	0	0	1	ok	
lantern-stand	2026-06-02	2026-06-02	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#1,#2,#4,#5)
large-tarp-recommend	2026-06-02	2026-06-02	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#1,#2,#4,#5)
large-tent-guide	2026-05-26	2026-06-29	5	5	0	0	5	5	0	10	ok	
lightweight-mountain-tent	2026-04-29	2026-06-29	5	5	0	0	5	5	0	10	ok	
log-carrier	2026-08-07	2026-08-07	5	5	0	1	0	0	0	6	ok	Amazon未設定カード 4/5 (#1,#3,#4,#5)
logos-bonfire	2026-06-08	2026-06-08	3	6	0	2	3	3	0	11	ok	
logos-sleeping-bag	2026-09-07	2026-09-07	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5)
logos-tent	2026-08-24	2026-08-24	5	5	0	5	0	0	0	10	ok	
low-style-bonfire	2026-09-15	2026-09-15	5	5	0	5	0	0	0	10	ok	
low-style-chair	2026-09-11	2026-09-11	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#2)
low-style-table	2026-06-02	2026-09-21	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#2,#4,#5)
mestin-recommend	2026-06-02	2026-06-02	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#2,#5)
mobile-battery-camp	2026-06-02	2026-06-02	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#2,#3,#4)
montbell-sleeping-bag	2026-07-22	2026-07-22	4	3	0	3	0	0	0	6	card-without-link	cards NG: #1=別形式(B09DBDH7VB)
moraknife	2026-07-29	2026-07-29	5	5	0	5	0	0	0	10	ok	
mountain-backpack-30l	2026-04-23	2026-09-11	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5) ｜2026-09-21 backfill(campkit-20260921-13)で調査: #5 は無名OEM(楽天ブランド属性=MARLE TOKYO/型番spr01・49×31×17cm・0.5kg)でAmazonに同ブランド出品なし→no-amazon。記事は無変更(updatedAtも据え置き)
mountain-camp-lantern	2026-05-26	2026-08-26	6	6	0	1	5	5	0	12	ok	
mountain-camp-mat	2026-04-25	2026-04-25	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#1,#2)
mountain-camp-tent	2026-04-29	2026-06-29	5	5	0	1	0	0	0	6	ok	Amazon未設定カード 4/5 (#2,#3,#4,#5)
mountain-tent-cheap	2026-05-26	2026-09-21	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#1,#3) ｜2026-09-21 backfill(campkit-20260921-15): #2=B07X38Y39Y(GEERTOP 2人用 4シーズン「Top Road 2」・楽天SKU型番は「-」のためブランド＋仕様で照合: 140×210×115cm/総重量3kg/フライ210T PU3000mm/フロア210D PU5000mm/2ドア/アルミポール2本 が楽天本文とAmazon本文で全一致・楽天既定SKU グリーン ↔ Amazon変種アーミーグリーン(他 レモン色/ナイトブルー/カモ柄)・販売元GEERTOP/出荷元Amazon ¥13,999 在庫あり)。#1 FIELDOOR フィールドキャンプドーム100 は no-amazon: 楽天SKU属性 型番「フィールドキャンプドーム100 ライト（フライシート付）」＝ライト版(20Dリップストップ/1.6kg/収納φ16×32/耐水圧1,984mm/グレー)だが、Amazonにあるのは標準版B08G44M7DL系(ポリエステル/2.2kg/収納φ18×40/耐水圧1,500mm/ライトベージュ ¥7,400)のみで別モデル。ライト版の出品は検索3回で見つからず。#3 Naturehike 1人用 20D(nh18t010-t-3) は no-amazon: 楽天ページ naturehike-direct/nh18t010-t-3 がHTTP404で仕様確認不可(discontinued_404候補)、Amazon検索「Naturehike NH18T010-T」は型番NH18A095-D(B0BBMJKHX1)等の別モデルのみ
mummy-sleeping-bag	2026-06-02	2026-08-12	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#1,#2,#3,#4)
mysteryranch-backpack	2026-06-15	2026-09-20	4	8	0	2	0	0	0	10	ok	Amazon未設定カード 2/4 (#3,#4)
nanga-down-jacket	2026-09-14	2026-09-14	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#1,#3,#4)
nanga-sleeping-bag	2026-06-01	2026-06-29	5	5	0	5	5	5	0	15	ok	
naturehike-mat	2026-06-08	2026-06-08	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#1,#3,#4) ｜2026-09-21 backfill(campkit-20260921-16): #1 Naturehike 高R値エアーマット は no-amazon(既定SKU不定＋在庫切れ): 楽天ページは R4.6(CNK2450WS014・グリーン)/R5.8(CNH22DZ016・シルバー/オレンジ)/R8.8(CNK2450WS015)×サイズ7種の13SKU(¥12,490〜21,490)で既定選択なし(itemprop price=minPrice 12,490)。カード価格¥12,490に一致するのは R4.6/グリーン/レクタ型M(186×58×8cm)のみ。Amazon検索「Naturehike 高R値 エアーマット R4.6」「Naturehike CNK2450WS014」「Naturehike エアーマット R4.6 グリーン 186」→ R4.6は公式 B0D9PX96KD(グリーン長方形 186×58×8・型番TUYE)と windhike出品 B0DW454LT4(196×64×8)の2件ともに「現在在庫切れ・再入荷予定なし」。在庫ありは R5.8マミー型S B0F249YQ6R(型番TY5.8-MS ¥12,990)等の別R値/別サイズのみで、R値・厚さ・サイズを1つに特定できないため不採用
naturehike-sleeping-bag	2026-06-15	2026-06-15	5	10	0	2	5	5	0	17	ok	
naturehike-tent	2026-06-02	2026-09-21	5	10	0	4	0	0	0	14	ok	Amazon未設定カード 1/5 (#2) ｜2026-09-21 backfill(campkit-20260921-14): #1=B0D478VBQC(Naturehike公式ショップ Clould up2 Pro 20Dダークベージュ/PRO2人用 ¥23,990・楽天公式 cloud up pro 2人用 ベージュ ¥23,990と同額。楽天型番CNK2350WS020 vs Amazon型番Clouldup2-Proで文字列不一致、公式店同士の商品名・サイズ・価格で照合)。#4=B0DYF5RNY2(Naturehike公式ショップ village13 Ti Black素材 メーカー型番CNH22ZP004TB ¥66,990・楽天型番CNH22ZP004の前方一致。※楽天ページは「Village 13.0 Pro」ベーシック版¥75,990/19kgへ更新済みでカード価格56,993と乖離→price_unconfirmed候補)。#2 nh17t140-j は no-amazon: 楽天ページ404(廃番の疑い・discontinued_404候補)、Amazon検索「Naturehike NH17T140-J」ヒットなし
northface-backpack	2026-07-24	2026-07-24	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#2,#5)
ogawa-tent	2026-08-26	2026-08-26	5	4	0	4	0	0	0	8	card-without-link	cards NG: #5=別形式(B0843M38FP)
oil-lantern	2026-07-27	2026-07-27	5	5	0	5	0	0	0	10	ok	
one-pole-tent	2026-06-02	2026-06-29	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#3,#5)
one-touch-tarp	2026-07-24	2026-07-24	5	5	0	5	0	0	0	10	ok	
one-touch-tent	2026-09-03	2026-09-03	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#1,#2,#3)
osprey-backpack	2026-06-15	2026-09-21	4	8	0	4	0	0	0	12	ok	
osprey-daily-backpack	2026-08-07	2026-08-07	5	5	0	5	0	0	0	10	ok	
outdoor-coffee-mill	2026-08-12	2026-08-12	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#4,#5)
outdoor-kitchen-table	2026-08-12	2026-09-21	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#3,#4,#5)
outdoor-wagon	2026-08-03	2026-08-03	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#3,#4,#5)
peg-hammer	2026-07-30	2026-07-30	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#1,#3,#5)
petzl-headlight	2026-09-16	2026-09-16	5	5	0	5	0	0	0	10	ok	
portable-cooler-aircon	2026-07-31	2026-07-31	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#2,#3,#5)
portable-electric-kettle	2026-08-14	2026-08-14	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#1,#2)
portable-fridge	2026-06-02	2026-09-21	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#1,#3,#4,#5)
portable-power-guide	2026-07-21	2026-09-20	3	3	0	3	0	0	0	6	ok	
portable-power-large	2026-06-08	2026-09-21	5	10	0	4	0	0	0	14	ok	Amazon未設定カード 1/5 (#5)
portable-power-vehicle-camp	2026-04-24	2026-09-21	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#3)
power-furusato	2026-07-31	2026-07-31	0	1	0	0	0	0	0	1	ok	
pup-tent	2026-06-02	2026-06-02	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#2,#3,#5)
rectangle-sleeping-bag	2026-06-08	2026-06-08	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#2,#3,#4,#5)
screen-tarp	2026-07-27	2026-07-27	5	5	0	1	0	0	0	6	ok	Amazon未設定カード 4/5 (#2,#3,#4,#5)
secondary-combustion-bonfire	2026-06-08	2026-09-21	5	10	0	4	0	0	0	14	ok	Amazon未設定カード 1/5 (#3)
sierra-cup	2026-06-08	2026-06-08	5	10	0	4	0	0	0	14	ok	Amazon未設定カード 1/5 (#2)
sleeping-bag-cover	2026-09-01	2026-09-01	5	3	0	3	0	0	0	6	card-without-link	cards NG: #3=別形式(B0FPFLL6RG); #4=別形式(B005MYCLHE)
sleeping-bag-furusato	2026-08-19	2026-08-19	0	1	0	0	0	0	0	1	ok	
sleeping-bag-liner	2026-08-13	2026-08-13	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#3,#5)
sleeping-bag-summer-cospa	2025-04-21	2026-06-29	5	10	0	0	5	5	0	15	ok	
sleeping-bag-temperature-guide	2026-04-23	2026-09-21	5	5	0	0	4	4	0	9	ok	Amazon未設定カード 1/5 (#3)
sleeping-bag-winter-beginner	2026-04-25	2026-06-29	5	5	0	0	5	5	0	10	ok	
snowpeak-bonfire	2026-07-23	2026-07-23	5	5	0	5	0	0	0	10	ok	
snowpeak-lantern	2026-09-16	2026-09-16	5	5	0	5	0	0	0	10	ok	
snowpeak-tent	2026-07-22	2026-09-21	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#4)
solar-lantern	2026-08-28	2026-08-28	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#1,#2,#4)
solar-panel-folding	2026-06-08	2026-06-08	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#3,#5)
solar-portable-power	2026-06-01	2026-06-29	5	5	0	0	5	5	0	10	ok	
solo-camp-beginners-guide	2026-04-01	2026-09-20	5	5	0	5	0	0	0	10	ok	
solo-camp-cot	2026-06-02	2026-06-02	3	3	0	3	0	0	0	6	ok	
solo-gear-rental	2026-08-28	2026-08-28	0	0	0	0	0	0	1	1	ok	
solo-tent-beginner	2025-04-21	2026-09-21	5	10	0	0	5	5	0	15	ok	
solo-tent-lightweight	2026-04-28	2026-08-28	5	5	0	0	5	5	0	10	ok	
solo-tent-overall	2026-04-29	2026-09-21	5	5	0	0	5	5	0	10	ok	
soto-burner	2026-06-15	2026-09-21	5	10	0	4	5	5	0	19	ok	
soup-jar-camp	2026-09-11	2026-09-21	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5) ｜2026-09-21 backfill(campkit-20260921-16): #4=B0CDL2G2DZ(アトラス フードポット AFP-301MBK マットブラック 310ml・楽天SKU属性 ブランド=アトラス/メーカー型番AFP-301MBK ↔ Amazonページtitle「…マットブラック AFP-301MBK」一致・楽天既定SKU マットブラック(セレクタ先頭・カードnameと同色)を採用(マットシルバー=B0CDL8DS78)・販売元アトラスオンラインショップ=楽天atlas-onlineと同一(メーカー直販)・¥1,380同額・在庫あり・★3.5(72)) ｜2026-09-21 backfill(campkit-20260921-17): #3=B0D9XSW2FB(サーモス 真空断熱スープジャー JED-400 GYG グレーグリーン 400ml・楽天SKU 3件=ブラックJED-400BK ¥3,206/アイボリーJED-400IV ¥3,207/グレーグリーンJED-400GYG ¥3,188。カード価格¥3,188に一致するグレーグリーンを採用 ↔ Amazon dp title「…スタンダードモデル JED-400 GYG」一致・変種「単品/グレーグリーン/400ml」・販売元Amazon.co.jp・¥2,773・在庫あり・★4.4(1,145)。他色: ブラック=B0D9XYGJZJ ¥2,600／アイボリー=B0D9XSXK9J ¥2,600)
spice-box	2026-08-24	2026-08-24	5	3	0	3	0	0	0	6	card-without-link	cards NG: #3=別形式(B0C1PBZVYJ); #5=別形式(B099NJ82YB)
stove-fan	2026-09-18	2026-09-18	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#2)
stove-guard	2026-09-17	2026-09-17	5	5	0	5	0	0	0	10	ok	
stylish-camp-tent	2026-04-28	2026-09-08	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#1,#5)
takibi-table	2026-07-23	2026-07-23	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#4)
tarp-pole	2026-06-02	2026-06-02	5	10	0	1	0	0	0	11	ok	Amazon未設定カード 4/5 (#1,#2,#3,#4)
tc-tarp-takibi	2026-09-01	2026-09-01	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#2,#4,#5)
tebura-camp	2026-07-31	2026-07-31	0	0	0	0	0	0	1	1	ok	
tent-furusato	2026-07-31	2026-07-31	0	1	0	0	0	0	0	1	ok	
tent-size-beginner-guide	2026-05-25	2026-09-20	3	3	0	2	1	1	0	6	ok	
tent-waterproof-spray	2026-09-14	2026-09-14	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#1,#5)
tent-wood-stove	2026-07-30	2026-07-30	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#2)
thermal-bottle	2026-08-11	2026-08-11	5	5	0	5	0	0	0	10	ok	
titanium-cooker	2026-09-07	2026-09-21	5	5	0	5	0	0	0	10	ok	Amazon未設定カード 0/5 ｜2026-09-21 backfill(campkit-20260921-16): #1=B000AR2N3K(スノーピーク チタントレック900 SCS-008T・楽天商品属性 ブランド=スノーピーク/メーカー型番SCS-008T ↔ Amazon製品型番「SCS-008T」一致・ポットφ120×107/フタφ128×39/収納φ130×140/900ml+250ml/175gも一致・変種表「900ml/チタン」を採用(1400ml/チタン=B000AR2N3U、900ml/アルミ=B000AR2N2Q)・販売元 Victoria L-Breath・¥5,940同額・在庫あり・★4.3(901)。不採用: B0CWCFBB8R(ノベルティ付き・取扱不可)/B0D31C4GR9(900ml/1400ml混在の汎用ページ・取扱不可))
titanium-mug	2026-08-11	2026-08-11	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5)
torch-burner	2026-08-07	2026-08-07	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#1,#2,#3)
trekking-pole	2026-08-25	2026-09-21	5	5	0	3	0	0	0	8	ok	Amazon未設定カード 2/5 (#2,#4) ｜2026-09-21 backfill(campkit-20260921-16): #5=B0DZCGHRNM(Black Diamond トレイル BD82505 アイロンレッド・楽天SKU属性 ブランド=Black Diamond/メーカー型番BD82505 ↔ Amazonメーカー型番「BD82505」文字列一致・100〜140cm/収納65cm/480g(1ペア)/アルミ合金も一致・楽天既定SKU アイロンレッド(セレクタ先頭)と同色・販売元 楽山荘・¥18,700(現行楽天価格と同額。カードprice 17,500は旧価格→price_unconfirmed候補)・残り1点。同一品の別出品 B0DYNKDCD9(title「トレイル BD82505 アイロンレッド」・メーカー型番欄はBD社グローバルコードBD110045・Amazon出荷・¥15,800・残り3点・★4.5(5))は型番欄が不一致のため次点。B0DZCGHRNMが在庫切れになったら B0DYNKDCD9 へ差し替え可)
two-room-tent-guide	2026-04-23	2026-06-29	5	5	0	0	5	5	0	10	ok	
uniflame-burner	2026-06-15	2026-06-15	3	6	0	3	0	0	0	9	ok	
uniflame-fire-grill	2026-07-27	2026-07-27	5	5	0	5	0	0	0	10	ok	
vastland-tent	2026-06-08	2026-06-08	5	9	0	5	0	0	0	14	ok	
waq-chair	2026-06-08	2026-06-08	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#3,#4,#5)
washable-sleeping-bag	2026-09-15	2026-09-15	5	5	0	5	0	0	0	10	ok	
water-jug	2026-07-27	2026-07-27	5	5	0	2	0	0	0	7	ok	Amazon未設定カード 3/5 (#2,#3,#5)
waterproof-backpack	2026-06-08	2026-09-21	5	10	0	3	0	0	0	13	ok	Amazon未設定カード 2/5 (#2,#5) ｜2026-09-21 backfill(campkit-20260921-13): #1=B07PX8SH28(LAD WEATHER 型番ladbag002-bkgy ブラック×グレー 25L)・#3=B07VV1JL9D(TaoTech モデルfsb 30L ブラック)を設置。#2 tousen(楽天ブランド属性=旅行バッグ・型番なし・過去3回も該当なし)・#5 Mt.happy(型番なし・Amazonの同ブランドはサイクリングバッグのみ)は no-amazon
winter-camp-gloves	2026-06-08	2026-06-08	5	10	0	2	0	0	0	12	ok	Amazon未設定カード 3/5 (#3,#4,#5)
winter-camp-guide	2026-09-08	2026-09-08	13	13	0	9	1	1	0	23	ok	Amazon未設定カード 3/13 (#6,#12,#13)
winter-camp-rental	2026-08-31	2026-08-31	0	0	0	0	0	0	1	1	ok	
winter-camp-tent	2026-08-26	2026-08-26	5	5	0	4	0	0	0	9	ok	Amazon未設定カード 1/5 (#5)
wooden-tableware	2026-08-24	2026-08-24	5	4	0	4	0	0	0	8	card-without-link	cards NG: #1=別形式(B00ENSNSE0)
yamadougu-rental-flow	2026-09-04	2026-09-04	0	0	0	0	0	0	1	1	ok	
yamadougu-rental-price	2026-09-03	2026-09-03	0	0	0	0	0	0	1	1	ok	
yamadougu-rental-trouble	2026-09-18	2026-09-18	0	0	0	0	0	0	1	1	ok	
yamadougu-rental	2026-07-30	2026-07-30	0	0	0	0	0	0	1	1	ok	
