slug	rank	id	score	name	rakuten_url	price	score_reason
camp-fan-summer	3	fan-icarry	-3	i.Carry コードレス扇風機 直径30cm DCモーター 強力 首振り 充電式 リモコン 折りたたみファン タイマー 風量8段階 コンパクト収納 10800mAhバッテリー内蔵 アウトドア キャンプ	https://item.rakuten.co.jp/japaemo/17-fan8/	12800	汎用語のみ-3
camp-fan-summer	4	fan-pse	-3	アウトドア 扇風機 自動首振り 充電式 DCモーター 軽量 低騒音 リモコン付き タイマー 風量4段階調節 LEDライト 卓上 スタンド式 壁掛け 吊り下げ 20000mAh PSE認証済み	https://item.rakuten.co.jp/variety-world/electric-fan/	7780	汎用語のみ-3
camp-fan-summer	5	fan-marz	-3	扇風機 DCモーター サーキュレーター コードレス 折りたたみ扇風機 首振り リモコン付き キャンプ 充電式 自動首振り 10800mAh 静音 コンパクト ポータブル 熱中症対策 防災	https://item.rakuten.co.jp/marz-shop/independencefan001/	6480	汎用語のみ-3
camp-hammock	1	adepeche-3way-set	-3	a.depeche 自立式ハンモック 3way 5点セット SHP-3WHMK ハンモックチェア スタンド 折りたたみ	https://item.rakuten.co.jp/a-depeche/020-shp-3whmk/	20790	汎用語のみ-3
camp-hammock	4	marz-3way-long	-3	marz 自立式ハンモック 3way ロング ハンモックチェア スタンド 折りたたみ	https://item.rakuten.co.jp/marz-shop/hammock-001/	8980	汎用語のみ-3
camp-headlight-beginner	4	headlight-6200lm	-3	【楽天1位・コスパ最強】 ヘッドライト 6200ルーメン 最新型 高輝度 充電式 LED ヘッドランプ 軽量 防水 防塵 停電対策 登山 釣り キャンプ アウトドア用 ランニング 夜間 明るい コンパクト 長時間点灯 地震 地震対策 防災 災害対策 LEDヘッド	https://item.rakuten.co.jp/hrktonya/yj-t105/	2799	汎用語のみ-3
camp-lighting-guide	5	solar-lantern-1800lm	-3	★楽天1位★72H限定P15倍→2,505円★ledランタン ソーラーランタン USB 充電式 ランタン 高輝度 災害用 1800ルーメン ソーラーパネル 防災対策 アウトドア 屋外 キャンプ ソーラー ライト 折り畳み式 5000mAh 調光 間接照明 おしゃれ 軽量 防水 登山 夜釣り 地震 母の日	https://item.rakuten.co.jp/aideall/s-yyd-rt101-bk/	2900	汎用語のみ-3
camp-oil-stove	5	generic-convection-8800	-3	対流型石油ストーブ 小型（電源不要・収納袋付き）	https://item.rakuten.co.jp/r--r-/koun051-2/	8800	汎用語のみ-3
camp-pillow	1	komkom-air-pillow	-3	Kom&Kom キャンプ枕 エアピロー コットンカバー付き 超軽量 収納袋付き 車中泊	https://item.rakuten.co.jp/kom-kom/r0620210400-ggobb/	2180	汎用語のみ-3
camp-pillow	4	grandoor-urethane-pillow	-3	GRANDOOR アウトドア枕 ウレタン 通気性 軽量 収納袋付き 登山	https://item.rakuten.co.jp/grandoor/es-wbqd-o7ur/	3980	汎用語のみ-3
camp-pillow	5	origintree-air-pillow	-3	OriginTree キャンプ枕 エアーピロー 空気枕 高さ調節可能 人間工学デザイン 軽量 車中泊	https://item.rakuten.co.jp/tmartr/b0d4yxf3vz/	1980	汎用語のみ-3
camp-rice-cooker	4	car-rice-cooker-ee289	-3	車載用炊飯器 DC12V/DC24V兼用 2合炊き 早炊き・保温機能付き	https://item.rakuten.co.jp/ashop/ee289/	5980	汎用語のみ-3
camp-sleeping-mat	5	r893-inflater-mat	-3	【R値8.93】キャンプ マット キャンプマット アウトドアマット 車中泊 エアーマット エアマット マットレス 8cm 防災 キャンプ 車中泊マット 自動膨張式 コンパクト インフレーターマット レジャー エアーベッド 防災 マット	https://item.rakuten.co.jp/pykespeak/p0207ifmst/	5980	汎用語のみ-3
camp-smoker	5	sm-cocktail-smoker	-3	カクテルスモーカー（スモークガン）	https://item.rakuten.co.jp/modern-culture-store/cocktailsmoker/	2980	汎用語のみ-3
camp-windscreen	3	windscreen-dreambrother-compact	-3	dream-brother 焚き火陣幕 コンパクト（コットン）	https://item.rakuten.co.jp/dream-brother/screen-01/	4690	汎用語のみ-3
car-shade	1	liberesta-umbrella-shade	-3	LIBER-E 傘式サンシェード 車 フロント用	https://item.rakuten.co.jp/liberesta/ray-g05/	2680	汎用語のみ-3
car-shade	2	hariti-magnet-curtain	-3	Hariti マグネットカーテン 2枚入り（M/L）車用サンシェード	https://item.rakuten.co.jp/babykids-hrt/h155/	1480	汎用語のみ-3
car-shade	4	autorder-front-shade	-3	autorder 汎用フロントサンシェード（XS〜6サイズ展開）	https://item.rakuten.co.jp/autorder/au743744/	1780	汎用語のみ-3
co-checker	1	co-checker-jsm-rank1	-3	一酸化炭素チェッカー キャンプ用（日本語音声・楽天ランキング1位モデル）	https://item.rakuten.co.jp/maxtop/ga0rcaa3al/	2384	汎用語のみ-3
co-checker	2	co-checker-next-light	-3	一酸化炭素チェッカー 乾電池式（軽量コンパクト・換気アラーム）	https://item.rakuten.co.jp/next-online/10000164/	1980	汎用語のみ-3
co-checker	3	co-checker-wake-alarm	-3	一酸化炭素 警報器 COアラーム（シンプル表示）	https://item.rakuten.co.jp/wake/co-alarm/	2378	汎用語のみ-3
co-checker	4	co-checker-ptkey-cert	-3	一酸化炭素チェッカー（防災製品等推奨品認証モデル）	https://item.rakuten.co.jp/ptandkey/b08xxb664d/	2780	汎用語のみ-3
cooler-stand	5	cs-isai-fold	-3	I-SAI クーラーボックススタンド 折りたたみ(耐荷重100kg)	https://item.rakuten.co.jp/jc-trading0109/jc-20250905001/	2384	汎用語のみ-3
day-camp-cooler-box	2	cooler-rank-2	-3	【10%OFFクーポン使える】ローグ クーラーボックス 小型 18L ROGUE Ice Cooler ローグ 防災 レジャー キャンプ ピクニック 運動会 アウトドア 釣り ソロキャンプ スポーツ観戦 海水浴 ハードクーラー おしゃれ 持ち運び 断熱 保冷 カーキ キャンプギア 玄人	https://item.rakuten.co.jp/716select/rougue002/	37400	汎用語のみ-3
day-camp-grill	1	grill-rank-1	-3	ファイヤーピット 焚き火台 テーブル 囲炉裏テーブル バーベキュー 囲炉裏 焼肉 テーブル bbqコンロ bbqテーブル bbqグリル 自宅 庭 大人数 耐熱性 囲炉裏 おしゃれ 焚き火台 グリル キャンプ用	https://item.rakuten.co.jp/mimmim-zakka/by-18/	14999	汎用語のみ-3
day-camp-grill	2	grill-rank-2	-3	焚き火台 コンパクト 折りたたみ式 ソロ バーベキューコンロ ミニ焚き火台 bbqコンロ アウトドア 軽量 小型 ファイアグリル bbqグリル ステンレス製 キャンプ用品 ファミリーキャンプ キャンプギア	https://item.rakuten.co.jp/plusiine/bonfire02/	3680	汎用語のみ-3
day-camp-grill	3	grill-rank-3	-3	【クーポンで最大2000円OFF】 焚き火台 コンパクト バーベキューコンロ 収納ケース付 3フォーク 五徳付き ステンレス製 折りたたみ ソロ 焚火台 アウトドア バーベキューグリル	https://item.rakuten.co.jp/lost-g/od-012/	1980	汎用語のみ-3
day-camp-led-lantern	3	lantern2-rank-3	-3	【激アツ価格＆クーポン⇒2,280円】 楽天1位 ランタン 電池式 usb充電式 ライト 2in1給電方法 高輝度 キャンプランタン フラッシュライト ledランタン キャンプ 折り畳み式 コンパクト Vantozon ギフト 黒/グレー 送料無料	https://item.rakuten.co.jp/artpiece/lantan/	2780	汎用語のみ-3
day-camp-led-lantern	4	lantern2-rank-4	-3	◆200円OFFで最安2780円◆LED ランタン ライト 充電式 折りたたみ式 高輝度 5000mAh 明るい おしゃれ 防水 軽量 便利 懐中電灯 アウトドア ハンディライト USB 吊り下げ 防塵 ミニ 屋外 キャンプ 停電 釣り 登山 野外 長時間 防災用 かわいい コンパクト	https://item.rakuten.co.jp/gmy-japan/lyd-m26/	2980	汎用語のみ-3
day-camp-led-lantern	5	lantern2-rank-5	-3	★楽天1位★母の日限定クーポンで2,450円&P5倍★ledランタン ソーラーランタン USB 充電式 ランタン 高輝度 災害用 1800ルーメン ソーラーパネル 防災対策 アウトドア 屋外 キャンプ ソーラー ライト 折り畳み式 5000mAh 調光 間接照明 おしゃれ 軽量 防水 登山 夜釣り 地震	https://item.rakuten.co.jp/aideall/s-yyd-rt101-bk/	2900	汎用語のみ-3
day-camp-tarp-cheap	3	tarp-rank-3	-3	[6%OFFクーポン／10時まで] タープテント 2.5m ワンタッチタープテント テント 遮熱 遮光 UV99.9%カット アウトドア 簡単 大型 軽量 日よけ 日除け UVカット 防水 レジャー キャンプ バーベキュー イベント用 運動会 花見 ソロキャンプ	https://item.rakuten.co.jp/dondon/sjt25/	8999	汎用語のみ-3
day-camp-tarp-cheap	4	tarp-rank-4	-3	☆シルバーコーティングタイプ 通常価格より2000円OFF！☆【楽天1位】 ワンタッチタープ 2.5m UVカット 遮光 遮熱 タープテント サイドシート付き ブラックコーティング シルバーコーティング 日よけ 体感マイナス 設営60秒 1人で設営 3〜4人用 軽量 ファミリー 庭遊び	https://item.rakuten.co.jp/esports/9501310090022/	9980	汎用語のみ-3
day-camp-tent	1	tent-rank-1	-3	春夏 ワンタッチテント 公園 4人用 2〜4人用 2人用 3人用 2M 着替え フルクローズ テント 200×320cm デイキャンプ 大きめ UVカット ポップアップテント サンシェード キャンプ 海 簡易 コンパクト 軽量 アウトドア キャンプ おしゃれ 柄 無地	https://item.rakuten.co.jp/noone/onetouchtent200-2/	3980	汎用語のみ-3
day-camp-tent	3	tent-rank-3	-3	＼30%OFF在庫限り／and wander ポップアップテント[UVカット 遮光 日よけ ワンタッチテント ピクニック デイキャンプ 収納バック付き アウトドア 野外フェス おうちキャンプ べランピング テント プレイヤード BBQ エアバギーコラボ POPUP TENT]	https://item.rakuten.co.jp/dogcart/000000004987405/	16940	汎用語のみ-3
disaster-radio	1	bosaishi-radio-5800	-3	防災士監修 多機能防災ラジオ 5800mAh（AM/FM・ワイドFM対応）	https://item.rakuten.co.jp/torreya-shop/100000025/	7280	汎用語のみ-3
family-camp-chair	1	chair-f-rank-1	-3	＼サンキュー39％OFFクーポン実施中／アウトドアチェア 折りたたみ 椅子 チェア 2脚 4脚 セット木目 ローチェア 簡単組立 キャンプ イス アウトドア 背もたれ付 バーベキュー ファミリー 公園 運動会 レジャー 屋外 室内 おしゃれ 送料無料	https://item.rakuten.co.jp/visionshop/out-yz003/	5980	汎用語のみ-3
family-camp-chair	3	chair-f-rank-3	-3	【2脚セット】アウトドアチェア キャンプチェア ハイタイプ キャンプ椅子 軽量 キャンプ アウトドア バーベキュー キャンプ用品 レジャー 運動会 椅子 チェア 収納 折りたたみ コンパクト ファミリー 屋外 CC-HIGH	https://item.rakuten.co.jp/ga-living/1909593/	4480	汎用語のみ-3
family-camp-chair	5	chair-f-rank-5	-3	アウトドアチェア 折りたたみ 椅子 チェア ローチェア 簡単組立 キャンプ イス アウトドア 背もたれ付 バーベキュー ファミリー 公園 運動会 レジャー 屋外 室内 おしゃれ 送料無料 軽量 フォールディングチェア 折りたたみ椅子 キャンプチェア	https://item.rakuten.co.jp/novasangyo/dclyzdy/	6920	汎用語のみ-3
family-camp-cot	3	gussuri-air-cot	-3	Gussuri エアーマットコット DOEARTH 極厚10cm 耐荷重150kg ワンタッチ60秒	https://item.rakuten.co.jp/monotoki/100000397-wes/	23800	汎用語のみ-3
family-camp-cot	5	yurafuwa-hammock	-3	ゆらふわモック ハンモックベッド コット 自立 折りたたみ	https://item.rakuten.co.jp/ajia-shop/ou03022/	19000	汎用語のみ-3
family-camp-tent	4	tent-f-rank-4	-3	【TOMOUNT公式】TOMOUNT インフレータブルテント TC オックスフォード 素材別 エアーテント ポリコットン 大空間 ロッジ型テント キャンプテント 3～5人用 煙突穴付き ファミリーテント 簡単設営 アウトドアテント 日除け 遮熱 防水 虫よけ 初心者向け 320x250x 220cm	https://item.rakuten.co.jp/tomount/8p-airtent/	65999	汎用語のみ-3
family-summer-large-tent	1	tent-rank-1	-3	【レンタル】ピルツ 19〔小川キャンパル〕【レンタルテント】【往復送料無料】 ファミリー キャンプ 宿泊 家族 春キャンプ 夏キャンプ 秋キャンプ 冬キャンプ 10人 大型テント ワンポール　簡単設営	https://item.rakuten.co.jp/cotocoto/tent005/	19800	汎用語のみ-3
family-summer-large-tent	3	tent-rank-3	-3	ノースピーク Northpeak OCTA SHELL OLIVE GRAY 韓国ブランド ファミリーテント シェルター テント 10人用 メッシュ UV コート 耐水圧4000mm インナールーフテント オリーブ 12人	https://item.rakuten.co.jp/auc-topsense/10006176/	61200	汎用語のみ-3
family-summer-large-tent	4	tent-rank-4	-3	ノースピーク Northpeak ATLANTIC OCEAN 2.0 OLIVE SAND 韓国ブランド 2ルーム ファミリー テント 4人用 メッシュ UV コート 耐水圧3000mm インナーテント グランドシート アルミフレーム オリーブ カラー	https://item.rakuten.co.jp/auc-topsense/10006174/	48000	汎用語のみ-3
field-rack	2	chillcamping-lockrack	-3	ChillCamping ロック機能付き フィールドラック（単品）	https://item.rakuten.co.jp/kaitekicreate/011/	4980	汎用語のみ-3
field-rack	4	campingmoon-3tier	-3	キャンピングムーン フィールドラック 3段 ケースセット	https://item.rakuten.co.jp/iwiss/bs-t-233-3tp/	8000	汎用語のみ-3
field-rack	5	pykespeak-camprack	-3	PYKES PEAK キャンプラック（2〜4段対応）	https://item.rakuten.co.jp/pykespeak/p0143sr3bg/	2480	汎用語のみ-3
fire-tongs	3	ventlax-takibi-tongs	-3	VENTLAX TAKIBI TONGS 焚火トング 火ばさみ 薪ばさみ	https://item.rakuten.co.jp/ventlax/10000009/	4980	汎用語のみ-3
fireproof-gloves	1	fg-komkom	-3	【ランキング1位入賞】耐火グローブ BBQ バーベキュー 耐熱グローブ 耐熱手袋 キャンプ 手袋 キャンプグローブ 革手袋 作業用手袋 防寒手袋 キャンプ キャンプ用品 アウトドア 23~24cm 作業用 焚火 焚き火 送料無料	https://item.rakuten.co.jp/kom-kom/r1309191500a/	1550	汎用語のみ-3
fireproof-gloves	3	fg-tran	-3	《雑誌掲載◆2万個突破》★楽天1位3冠★TRAN 耐熱グローブ キャンプ グローブ 手袋 キャンプ手袋 耐熱手袋 作業用手袋 camp outdoor 本革 レザー 防火手袋 作業用 防寒 バーベキュー アウトドア 耐火 焚火 焚き火 BBQ バーベキュー 無骨 カラビナ ギフト プレゼント gift	https://item.rakuten.co.jp/larutan/n005/	1480	汎用語のみ-3
fireproof-gloves	5	fg-longleather	-3	【楽天ランキング1位獲得】 耐熱グローブ 耐火グローブ 耐熱手袋 キャンプ 料理用 レザー ロング 手袋 牛革 本革 耐熱 防火 防炎 アウトドア BBQ バーベキュー 焚き火 薪 ストーブ ガーデニング 溶接 火傷防止 高耐久 作業用グローブ 男女兼用 防寒	https://item.rakuten.co.jp/mystic-r/tglobe2/	2280	汎用語のみ-3
folding-cutting-board	4	yoshiki-bamboo-set-l	-3	良木工房(YOSHIKI) 竹製 包丁まな板セット Lサイズ	https://item.rakuten.co.jp/takemicorp/yoshiki_023/	4298	汎用語のみ-3
forged-peg	4	reiden-set	-3	REIDEN 鍛造ペグ セット 20cm〜30cm 4〜16本 袋付き 現役キャンパー監修	https://item.rakuten.co.jp/lebenwood/lbw-11001-1-4/	1152	汎用語のみ-3
gas-lantern	5	gaslantern-rank-5	-3	キャンピングムーン CAMPINGMOON ガスランタン ガスキャンドル ランタン ガスランプ キャンプ	https://item.rakuten.co.jp/iwiss/bs-t-1s/	4260	汎用語のみ-3
gear-storage-box	2	chill-camping-container-l	-3	Chill Camping ソフトコンテナ ツールボックス Lサイズ	https://item.rakuten.co.jp/kaitekicreate/004/	5780	汎用語のみ-3
gear-storage-box	3	risu-tc-stacking	-3	RISU TC トランクカーゴ スタッキングタイプ（20〜30L）	https://item.rakuten.co.jp/risu-proshop/17561-2/	3480	汎用語のみ-3
group-camp-tent	3	tent-rank-3	-3	大型テント　イベント テント　運動会 テント ワンタッチ フリーライズ　HEXAGON(ヘキサゴン)シリーズ（アルミフレーム）　3m×6m　カラー： 5色 防災用 自治会 熱中症対策 マルシェ 待機所　待合所 学園祭　寄贈品　Free-Rise	https://item.rakuten.co.jp/free-rise/fr-std36/	118580	汎用語のみ-3
guy-rope-recommend	1	dailycompass-tentrope-8	-3	テントロープ ガイロープ 8本セット 5mm×4m（反射材入り・自在金具8個付）	https://item.rakuten.co.jp/dailycompass/k292_tentrope_8/	1680	汎用語のみ-3
guy-rope-recommend	3	muranokajiya-tgr-4jset	-3	村の鍛冶屋 蓄光反射ガイロープ TGR-4Jset 5mm×4m 4本（自在金具付）	https://item.rakuten.co.jp/yminfo/10020522/	2750	汎用語のみ-3
guy-rope-recommend	5	unicona-guyrope-3mm-4	-3	UNICONA ガイロープ テントロープ 4本セット 3mm×4m（反射材入り・自在金具付）	https://item.rakuten.co.jp/unicona/uc-0170/	1000	汎用語のみ-3
hanging-rack	2	ichifuji-hanging-rack	-3	ICHIFUJI ハンギングラック ランタンスタンド 物干しフック付 アルミ合金 折りたたみ 専用収納袋付き	https://item.rakuten.co.jp/ichifujiec/nk044/	3680	汎用語のみ-3
hanging-rack	5	maveek-hanging-rack	-3	MAVEEK ハンギングラック ランタンスタンド 物干しフック付 アルミ合金 折り畳み 超軽量 収納便利	https://item.rakuten.co.jp/maveek/xjkms02005-zwj-l/	4450	汎用語のみ-3
headlight-rechargeable	3	5200lm-headlight	-3	ヘッドライト 充電式/電池式 5200ルーメン 高輝度 センサー点灯 USB 防水 防塵 軽量	https://item.rakuten.co.jp/gmy-japan/m057/	1950	汎用語のみ-3
hexa-tarp	5	polycotton-takibi-tarp	-3	ポリコットン ヘキサタープ 焚火タープ 防水 軽量 5m延長ベルト付き 遮熱性 耐火性 サンシェード	https://item.rakuten.co.jp/xinqianchao/rk0042/	6820	汎用語のみ-3
hot-sandwich-maker	5	grill-hotpan-single	-3	グリルホットパン ホットサンドメーカー 直火 1枚用 着脱式 耳まで圧着	https://item.rakuten.co.jp/e-smart/hac2897/	1980	汎用語のみ-3
hot-water-bottle	5	sleepplus-danloop	-3	スリーププラス 充電式ソフト湯たんぽ 暖ループ（カバー付き）	https://item.rakuten.co.jp/futon-outlet/10002239/	2300	汎用語のみ-3
infinity-chair	2	sidetable-recliner	-3	サイドテーブル付 折りたたみ式リクライニングチェア	https://item.rakuten.co.jp/gl-shopping/reclining-chair/	6780	汎用語のみ-3
infinity-chair	4	headrest-infinity	-3	インフィニティチェア ヘッドレスト付 1人掛け	https://item.rakuten.co.jp/visionshop/out-yz001/	6980	汎用語のみ-3
insulated-tumbler	5	zakkanet-cancooler-350	-3	缶ホルダークーラー 350ml 真空断熱二重構造（エントリーモデル）	https://item.rakuten.co.jp/zakkanetonline-trans/ts-1655/	880	汎用語のみ-3
lantern-stand	1	yamazaki-tower	-3	山崎実業 tower ランタンスタンド 伸縮 高さ調節 ランタンハンガー LEDランタン 北欧 おしゃれ モノトーン	https://item.rakuten.co.jp/roomy/ymz23jul06h07/	4950	汎用語のみ-3
lantern-stand	4	multitool-stand	-3	ランタンスタンド ランタンハンガー付き マルチツールスタンド テーブル ペグ キャンプ アウトドア	https://item.rakuten.co.jp/ichifujiec/nk047/	2480	汎用語のみ-3
lantern-stand	5	tabletop-2way	-3	ランタンスタンド 卓上 ペグ付き 折りたたみ 2WAY ランタンハンガー 4段階高さ調節 クランプ式/打ち込み式 収納ケース付き	https://item.rakuten.co.jp/mitomi8/190261-190264/	2250	汎用語のみ-3
large-tarp-recommend	1	tansu-tarp-3x6	-3	タンスのゲン 特大3×6m ワンタッチタープテント サイドシート付 大型 収納ケース付 アウトドア イベント 運動会 日よけ・日除け	https://item.rakuten.co.jp/tansu/1900002000/	25999	汎用語のみ-3
large-tarp-recommend	5	moderndeco-onetouch-3m	-3	モダンデコ ワンタッチタープテント 3m 遮熱 遮光 UV99.9%カット 防水 軽量 アウトドア	https://item.rakuten.co.jp/dondon/sjt30/	10499	汎用語のみ-3
log-carrier	1	canvas-log-tote	-3	薪バッグ ログキャリー 帆布 大容量 焚き火 トート	https://item.rakuten.co.jp/mystic-r/logc2/	2980	汎用語のみ-3
log-carrier	3	value-log-tote	-3	薪 トートバッグ ログキャリー 大容量 薪運び	https://item.rakuten.co.jp/farson/000000125014/	2000	汎用語のみ-3
log-carrier	4	yoler-waterproof	-3	YOLER 薪バッグ 防水帆布 大容量 薪ケース	https://item.rakuten.co.jp/yoler/yr-fwbag/	3390	汎用語のみ-3
log-carrier	5	zukk-leather	-3	ZUKK 薪バッグ 本革×極厚帆布 ログキャリー	https://item.rakuten.co.jp/zukk-camp/pb-log-carrier/	5800	汎用語のみ-3
low-style-chair	2	lc-yocabito-wood	-3	YOCABITO ウッドローチェア テーブル付(難燃加工)	https://item.rakuten.co.jp/esports/9721310090010/	9980	汎用語のみ-3
mestin-recommend	2	laughmarket-teflon-mestin	-3	ラフマーケット 純正テフロン加工 ラージメスティン 3合 軽量コンパクト	https://item.rakuten.co.jp/laugh-market/la-tef-mes/	3280	汎用語のみ-3
mobile-battery-camp	2	hiyori-40000	-3	モバイルバッテリー 大容量 40000mAh 22.5W急速充電 3台同時充電 LCD残量表示 PSE認証	https://item.rakuten.co.jp/japan-hiyori/hiyori-n7/	2380	汎用語のみ-3
mobile-battery-camp	3	breakthrough-22000	-3	モバイルバッテリー 大容量 22000mAh 3台同時充電 LCD残量表示 薄型 ケーブル内蔵 PSE認証	https://item.rakuten.co.jp/breakthrough23/b20-1/	2380	汎用語のみ-3
mobile-battery-camp	4	livelylife-40000	-3	モバイルバッテリー 大容量 40000mAh 22.5W ケーブル内蔵 4台同時充電 Type-C出入力 PD対応 PSE認証済	https://item.rakuten.co.jp/livelylife/c302364-1/	3180	汎用語のみ-3
mountain-backpack-30l	5	bp-rank-5	-3	正規品 登山 リュック 登山バッグ 30L 大容量 初心者向け プロ仕様 メンズ レディース バックパック ザック 多機能 防水 防雨 滑り止め 軽量 耐久性 頑丈 背面通気 疲れにくい 通勤 通学 機内持ち込み 防災バック 山登り 夏山登山 初詣登山 初日の出 旅行 レインカバー付き	https://item.rakuten.co.jp/marle-tokyo/spr01/	6590	汎用語のみ-3
mountain-camp-mat	1	mat-rank-1	-3	SALE 【 累計20000個販売 】車中泊 マット インフレーターマット インフレータブルマット テント マット 車中泊マット コット 56×177cm アウトドア 登山 連結可能 スエード 自動膨張 キャンプ マット マットレス エアーマット エアマット 1枚 樅　1年保証	https://item.rakuten.co.jp/groovy-gbt/26972/	5922	汎用語のみ-3
mountain-camp-tent	2	mountain-tent-rank-2	-3	【TOMOUNT公式】 TOMOUNT ソロテント 超軽量テント 1人用 20Dナイロン ドームテント 2ルームテント インナーテント付き バックパックテント 耐水圧3000mm 自立式 登山テント 自転車旅行 キャンプ アウトドア【Pagonlin Tent】	https://item.rakuten.co.jp/tomount/pagonlin/	23900	汎用語のみ-3
mountain-camp-tent	3	mountain-tent-rank-3	-3	【TOMOUNT公式】 TOMOUNT ソロテント 超軽量テント 1人用 2人用 ドームテント 20Dナイロン バックパックテント 二重層 耐水圧4000mm インナー付き 前室付き 日よけ 虫よけ 自立式 登山テント 自転車旅行 キャンプ アウトドアテント 2サイズあり【NY TENT】	https://item.rakuten.co.jp/tomount/nytent/	19999	汎用語のみ-3
mountain-camp-tent	4	mountain-tent-rank-4	-3	【送料無料】TRIWONDER 二重層 テント 1 2 3人用 アウトドア 防災用 キャンプ用品 3シーズン 登山テント 撥水加工 軽量 設営簡単 4色選択可能 (オレンジ - 1人用)	https://item.rakuten.co.jp/plays23/b07w8l59sh/	11928	汎用語のみ-3
mountain-camp-tent	5	mountain-tent-rank-5	-3	カイラステント ZENITH 2〜3人用テント 吊下げ式 キャンプテント 登山テント 業務 軽量 ダブルエントランス コンパクト 高耐久性 2kg アウターのみで使用可能 リペアキット 送料無料	https://item.rakuten.co.jp/kailas/10000012/	26400	汎用語のみ-3
mummy-sleeping-bag	2	hawkgear-3852	-3	HAWK GEAR(ホークギア) 寝袋 シュラフ マミー型 -15度耐寒 簡易防水 オールシーズン コンパクト	https://item.rakuten.co.jp/selectshoptks/schlafsack01/	3852	汎用語のみ-3
mummy-sleeping-bag	3	hawkgear-2500	-3	HAWK GEAR(ホークギア) 寝袋 シュラフ 耐寒温度-15℃ マミー型 洗える オールシーズン コンパクト	https://item.rakuten.co.jp/ymbstore/schlaf20200308-02/	2500	汎用語のみ-3
mummy-sleeping-bag	4	hawkgear-4280	-3	HAWK GEAR(ホークギア) 寝袋 毛布 シュラフ マミー型 洗える -15度耐寒 簡易防水 オールシーズン	https://item.rakuten.co.jp/mamesshop/schlafsack01/	4280	汎用語のみ-3
northface-backpack	2	nf-vault	-3	ザ・ノース・フェイス VAULT リュック	https://item.rakuten.co.jp/mb/nf0a3vy2/	9300	汎用語のみ-3
northface-backpack	5	nf-borealis	-3	ザ・ノース・フェイス ボレアリス BOREALIS II	https://item.rakuten.co.jp/yeppuda/10000637/	14750	汎用語のみ-3
one-pole-tent	5	onepole-family-4p	-3	ワンポールテント 軽量 UVカット メッシュ インナーシート 4人用 ポリエステル 耐水圧2,000mm 大型	https://item.rakuten.co.jp/dondon/szt04/	7980	汎用語のみ-3
one-touch-tent	2	moderndeco-onetouch-fullclose	-3	モダンデコ ワンタッチテント 完全遮光ブラックコーティング フルクローズ 3〜4人用	https://item.rakuten.co.jp/dondon/lxt02/	6998	汎用語のみ-3
outdoor-coffee-mill	4	mill-sukizuki	-3	ミニ手挽きコーヒーミル（掃除ブラシ付き）	https://item.rakuten.co.jp/sukizuki/rkt-kfjmini/	2980	汎用語のみ-3
outdoor-wagon	3	lysin-wagon-e230	-3	ライシン アウトドアワゴン Eシリーズ（最大230L）	https://item.rakuten.co.jp/lysin/ls-yx-z02b/	13800	汎用語のみ-3
outdoor-wagon	5	tansu-renew-wagon	-3	タンスのゲン RENEW ノーパンクワイドタイヤ キャリーワゴン	https://item.rakuten.co.jp/tansu/45600000/	7999	汎用語のみ-3
peg-hammer	1	ellisse-ultimate-hammer	-3	村の鍛冶屋 エリッゼステーク アルティメットハンマー	https://item.rakuten.co.jp/yminfo/10040001/	6600	汎用語のみ-3
peg-hammer	3	reiden-peg-hammer	-3	REIDEN ペグハンマー（現役キャンパー監修）	https://item.rakuten.co.jp/lebenwood/lbw-11002/	1690	汎用語のみ-3
peg-hammer	5	dfresh-peg-hammer-360g	-3	ペグハンマー 軽量360g 炭素鋼ヘッド ペグ抜き付き	https://item.rakuten.co.jp/d-fresh/d0022_peg_hammer/	1680	汎用語のみ-3
portable-cooler-aircon	2	tansu-spot-cooler	-3	タンスのゲン スポットクーラー 断熱ダクトカバー・窓パネル付	https://item.rakuten.co.jp/tansu/7980000000/	29999	汎用語のみ-3
portable-cooler-aircon	3	eenour-spot-cooler	-3	EENOUR スポットクーラー（アウトドア対応モデル）	https://item.rakuten.co.jp/e-techpowershop/1810225001/	69990	汎用語のみ-3
portable-cooler-aircon	5	quads-spot-cooler	-3	QUADS 自動ルーバー スポットクーラー 2.3kw	https://item.rakuten.co.jp/quads/qs518/	24800	汎用語のみ-3
portable-electric-kettle	1	dc12v-car-kettle-450	-3	車載電気ケトル DC12V/24V 450ml（30〜100℃・保温対応）	https://item.rakuten.co.jp/meiyiduoshop/3113220051211/	4280	汎用語のみ-3
portable-electric-kettle	2	silicone-folding-kettle-600	-3	折りたたみ電気ケトル 600ml シリコン製（空焚き防止）	https://item.rakuten.co.jp/shimachan-store/bw5116/	2280	汎用語のみ-3
pup-tent	2	tomount-pup-tc	-3	TOMOUNT パップテント TC 軍幕 2人用 ポリコットン サイドウォール付き インナー付き 煙突穴付 4シーズン	https://item.rakuten.co.jp/tomount/10000076/	18999	汎用語のみ-3
pup-tent	5	goglamping-gg-pup	-3	GOGlamping G・G PUP 2.0 パップテント TC 1人用 軍幕 メッシュ/耐熱シート三角窓 焚き火可 薪ストーブ対応	https://item.rakuten.co.jp/goglamping/nmt1-341/	17982	汎用語のみ-3
