slug	rank	id	frozen	link_form	asin	amazon_url	card_name	brand	maker_model	card_price	static_flags	amazon_title	amazon_price	amazon_stock	verdict	price_gap	seller_type	checked_at	judged_task	note
camp-fan-summer	5	fan-marz	0	amazonAsin	B095BW4BZ2	https://www.amazon.co.jp/dp/B095BW4BZ2	扇風機 DCモーター サーキュレーター コードレス 折りたたみ扇風機 ブラック 首振り リモコン付き キャンプ 充電式 自動首振り 10800mAh 静音 コンパクト ポータブル 熱中症対策 防災	扇風機		6480	OK	[MRG] 扇風機 DCモーター 折りたたみ サーキュレーター 充電式 10800mAh 7枚羽 リモコン付き	6980	in_stock(cart) 残り1点 ご注文はお早めに 在庫状況 について	ok	+8%	marketplace	2026-09-23T14:26:56Z	campkit-20260921-84	採用。auto は unverifiable（§0-10 の既知の偽陽性）。人手で3系統を追認した。①【JAN 由来の同定】楽天 item(marz-shop/independencefan001→実体は品番 independencefan002) の JANコード『ブラック：4573118585609』で /s を投げたところ、ヒットは B095BW4BZ2 の 1 件のみ＝Amazon のカタログがこの JAN を当該 ASIN に解決している（JAN 文字列は dp ページ上には描画されないため、条件1 そのものではなく『JAN 検索が 1 件に解決』という形の同定根拠として記録する）。②【変種一覧の着地値】dp の変種は 1 件＝ブラックで、カード name が名指しする『ブラック』と一致（51 の必要条件を満たす）。楽天側の着地SKU も independencefan002-bk/ブラック。③【dp 仕様欄・feature-bullets の verbatim 一致】『【素材】アルミ合金＆ABSプラスチック』『【仕様】・折り畳み式 ・自動首振り ・USBtype-c充電式 ・リモコン付き(適用範囲10m)』『【商品内容】・本体 ・USBtype-c充電ケーブル ・リモコン ・取扱説明書』の3ブロックが楽天本文と完全に同一文字列。寸法も『展開 約)20.6*20.6**97.5cm／収納 約）20.6*20.6*11.4cm』で、楽天『展開 約)20.6×20.6×39~97.6cm／収納 約）20.6×20.6×11.8cm』と 20.6×20.6 が一致。★特に『約)』（半角閉じ括弧）と『約）』（全角閉じ括弧）を展開/収納で使い分けるという誤記の癖が両ページで同一で、同一OEMの共通コピーであることを示す。10800mAh・左右90°自動首振り＋上下180°手動調節も一致。④価格 ¥6,980 はカード ¥6,480 に対し price_gap +8%（楽天現行 ¥7,980 に対しては -12.5%）で §0-3(3) の +15% 以内。在庫あり(cart・残り1点)で条件3 も満たす。★色の値集合について: 楽天は2色（ホワイト/ブラック）で Amazon は1色（ブラック）。§0-3(2) の観点で差分を確認したが、★楽天側のホワイトは全SKU qty=0（-wh／-wh-w／-wh-raku いずれも 0）で実質ブラックのみの販売であり、検索に用いた JAN もブラックのもの（ホワイトは 4573118585593 で別JAN）。したがって『Amazon にホワイトの出品が無い』ことで説明でき、別OEM/別ロットを示す食い違いではないと判断した。⑤重複: 台帳全1121行で B095BW4BZ2 の既出 0 件、content/posts 全体でも 0 件。同記事 #2=B0BYYTZHNL とも重複なし。seller_type: dp ブランド欄の表示形『MRG(エムアールジー)』に対し出品者名は『ラッシュモール【日本企業・取扱商品全品保証】』で、自称部分【…】を除いた土台『ラッシュモール』にも MRG／エムアールジー が現れないため §0-8 ①不成立（追補3 適用）→ marketplace。出荷元は Amazon(FBA) だが販売元が第三者なので amazon ではない。（campkit-20260921-84 A-12）
camp-gift	1	gift-sierra-cup	0	amazonAsin	B000AR2P1A	https://www.amazon.co.jp/dp/B000AR2P1A	スノーピーク チタンシェラカップ E-104	スノーピーク	E-104	2508	shared_asin	Snow Peak(スノーピーク) (snow peak) チタン シェラカップ E-104 チタン 目盛り付き 計量カップ 軽量 調理 料理 アウトドア キャンプ	2508	in_stock(cart) 在庫あり。	ok	0%	amazon	2026-09-21T23:34:21Z	campkit-20260921-39	スノーピーク チタンシェラカップ E-104・「310 ml - With Scale／チタン」変種（B000AR2P1A・parent B0H62H4PB1）・目盛り付き・日本製。カード「E-104」と型番一致。¥2,508=カード。shared_asin: sierra-cup#1 も同 ASIN（そちらの verdict は書かない）
camp-gift	2	gift-gloves	0	amazonAsin	B09MQ8PWMJ	https://www.amazon.co.jp/dp/B09MQ8PWMJ	ラドウェザー LAD WEATHER 防寒手袋 完全防水 3M高級中綿 スマートフォン対応	ラドウェザー		1480	shared_asin	[ラドウェザー] 手袋 メンズ レディース 防寒 完全防水 スマートフォン対応 防寒グローブ 防寒手袋 バイク 自転車 グローブ 防水	1980	in_stock(cart) 在庫あり。 在庫状況 について; redirected_to=B09MQ8Z9XC	model_mismatch	+34%	official	2026-09-22T17:20:29Z	campkit-20260921-90	90: seller_type 棚卸し（#56 第2弾・チャンク1）。販売元「LAD WEATHER (ラドウェザー)」／dp ブランド欄 byline=LAD WEATHER(ラドウェザー）・商品情報テーブル ブランド名=LAD WEATHER(ラドウェザー）。経路①成立（英字 LAD WEATHER の2トークンが順序どおり完全に現れ残りはかな併記のみ）。official 据え置き。ASIN B09MQ8PWMJ は winter-camp-gloves#1／winter-camp-guide#10 と共有で同一 dp を1回取得し3行に同じ結論。
camp-gift	3	gift-titanium-mug	0	amazonAsin	B07L6H367Y	https://www.amazon.co.jp/dp/B07L6H367Y	WAQ チタンマグカップ 450ml	WAQ		3680	shared_asin	WAQ チタンマグカップ 450ml (蓋付き) キャンプ用 直火 シングル チタンマグ WAQ-TM1	3680	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-21T23:34:29Z	campkit-20260921-39	WAQ チタンマグカップ 450ml WAQ-TM1（蓋付き・90g・変種なし）。楽天 waq-tm1（単品1個）と型番一致。カード「450ml」と一致。¥3,680=カード。seller WAQ(ワック)。shared_asin: titanium-mug#1 も同 ASIN（そちらの verdict は書かない）
camp-gift	4	gift-thermal-bottle	0	amazonAsin	B0DTY13ZCZ	https://www.amazon.co.jp/dp/B0DTY13ZCZ	サーモス 水筒 2wayコップ付き 600ml パープルピンク FJJ-602WF	サーモス	2WAY FJJ-602WF	4700	shared_asin	サーモス 水筒 真空断熱2ウェイボトル 0.6L/0.63L パープルピンク 直飲み コップ付き 子供用 通園通学 FJJ-602WF PL-P	3480	in_stock(cart) 在庫あり。	ok	-26%	marketplace	2026-09-21T23:34:33Z	campkit-20260921-39	サーモス 真空断熱2ウェイボトル FJJ-602WF PL-P・「パープルピンク／600 ml」変種（B0DTY13ZCZ・parent B0DYP7PPYZ）・コップ付き・食洗機対応。カード「600ml パープルピンク FJJ-602WF」と一致。¥3,480（カード¥4,700・-26%）。seller ホームセンターバロー（ホームセンター小売）。shared_asin: winter-camp-guide#12 も同 ASIN（そちらの verdict は書かない）
camp-gift	5	gift-lantern	0	amazonAsin	B0FKT4CV7Z	https://www.amazon.co.jp/dp/B0FKT4CV7Z	Soomloom 2Wayランタン Helio5000	Soomloom	2WAY HELIO5000	2970	shared_asin	SoomloomキャンプランタンHelio5000懐中電灯2wayタイプLED充電式ポータブル照明ランプ防水軽量NMCリチウム充電池長時間点灯USBType-C充電/出力ポート逆充電調光可能キャンプアウトドア防災照明 (1個入り, F)	2970	in_stock(cart) 在庫あり。	ok	0%	official	2026-09-22T07:48:51Z	campkit-20260921-52	52: dp B0FKT4CV7Z＝Soomloom キャンプランタン Helio5000 2way「F／1個入り」変種（親 B0G8Y4T2XC・変種 1個入り B0FKT4CV7Z／2個入り B0FKT56N5N）・型番 camplantern-2WAY-helio5000・5000mAh・99g・¥2,970＝カード price と一致・Soomloom（ブランド運営名義）・在庫あり。カード name（Soomloom 2Wayランタン Helio5000）／楽天 yiprefer/outdoor-158-a の選択SKU １個/ランタンのみ と構成一致。shared_asin: family-camp-lantern#4 と同 ASIN（未照合・本行参照）
camp-gift	6	gift-blanket	0	amazonAsin	B093BJS888	https://www.amazon.co.jp/dp/B093BJS888	OneTigris ダウンブランケット 195×135cm グリーン	OneTigris		9559	shared_asin	OneTigris ダウンブランケット マルチブランケット 195cmⅹ135cm	9559	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-21T22:37:08Z	campkit-20260921-37	camp-blanket#1 と同一 ASIN（B093BJS888・取得 1 回）。OneTigris ダウンブランケット 195×135cm グリーン・CE-YBZ。カード「195×135cm グリーン」と一致。¥9,559=カード。seller OTG Camping Gear
camp-gift	7	gift-portable-power	0	amazonAsin	B0CZ7145K1	https://www.amazon.co.jp/dp/B0CZ7145K1	Jackery ポータブル電源 240 New 256Wh	Jackery		32800	shared_asin	Jackery (ジャクリ) ポータブル電源 240 New 256Wh リン酸鉄 長寿命 定格出力300W スマホ タブレット充電用	32800	in_stock(cart) 残り1点 ご注文はお早めに 在庫状況 について; successor=B0FX97R8XR	ok	0%	official	2026-09-21T22:37:11Z	campkit-20260921-37	Jackery ポータブル電源 240 New・「256Wh」単品変種（B0CZ7145K1）・型番 JE-240A・定格300W。カード「240 New 256Wh」と一致。¥32,800=カード・残り1点。seller Jackery Japan
camp-grill-plate	1	grill-zeoor	0	none			ZEOOR ゼオール グリルプレートスタンドM LO20-51 ロゴス LOGOS the ピラミッドTAKIBI M 専用 鉄板 五徳	ZEOOR	LO20-51	4070	-									
camp-grill-plate	2	grill-captainstag	0	amazonAsin	B0CTS4KL6N	https://www.amazon.co.jp/dp/B0CTS4KL6N	【送料無料】キャプテンスタッグ ラウンド グリルプレート 30cm UG-1592	キャプテンスタッグ	UG-1592	3958	OK	キャプテンスタッグ(CAPTAIN STAG) アウトドア 鉄板 マルチグリドル ラウンド グリルプレート 30cm アルミ製 ふっ素加工 オール熱源対応 ブラック UG-1592	3679	in_stock(cart) 在庫あり。	ok	-7%	amazon	2026-09-21T22:37:15Z	campkit-20260921-37	キャプテンスタッグ ラウンド グリルプレート 30cm UG-1592・「縦36cm×横30cm×厚さ3cm」変種（B0CTS4KL6N）・530g。カードと型番一致。¥3,679（カード¥3,958・-7%）
camp-grill-plate	3	grill-shos-a4	0	amazonAsin	B07P2L1DH2	https://www.amazon.co.jp/dp/B07P2L1DH2	笑's A-4君専用グリルプレート アウトドア キャンプ 焚き火	笑's	A-4	2310	OK	笑's（SHO's）A-4君＆A-4-WING専用グリルプレート SHO-003-01 焼肉 YAKINIKU 焼き鳥 YAKITORI	2310	in_stock(cart) 残り2点 ご注文はお早めに 在庫状況 について	ok	0%	marketplace	2026-09-21T23:34:37Z	campkit-20260921-39	笑's A-4君＆A-4-WING専用グリルプレート SHO-003-01・2.3mm 黒皮鉄板・約1090g（変種なし）。楽天 SKU SHO-003-01 と型番一致。カード「A-4君専用グリルプレート」と一致。¥2,310=カード・残り2点。seller ウィンズ&クロスキャンパー（アウトドア用品小売）
camp-grill-plate	4	grill-bushcraft	0	amazonAsin	B09GKQ7MXY	https://www.amazon.co.jp/dp/B09GKQ7MXY	Bush Craft Inc. ブッシュクラフト 焚き火グリルプレート【Sx】【T】アルミ 軽量 収納ケース付き	Bush		2970	OK	Bush Craft ブッシュクラフト 焚き火グリルプレート	2604	no_buybox	out_of_stock		unknown	2026-09-21T23:34:40Z	campkit-20260921-39	Bush Craft 焚き火グリルプレート 50500・184×254×30mm・275g・アルミ硬質アルマイト・リネンケース＋馬蹄釘×2（変種なし）。購入ボックスなし（availability 欄なし・参考価格 ¥2,604）＝Amazon で買えない。商品自体はカード（【Sx】【T】アルミ 収納ケース付き）と同一と読めるが出品がないため out_of_stock（起票対象外）
camp-grill-plate	5	grill-shos-bgo	0	amazonAsin	B07D5FM7MC	https://www.amazon.co.jp/dp/B07D5FM7MC	笑's コンパクト焚き火グリル 「B-GO」 3点セット （B-GO本体+専用グリルプレート+専用ハードロストル） バーベキューグリル コンパクト焚き火グリル 焚き火 BBQ キャンプ ソロキャンプ 料理 焚き火料理 ステンレス 持ち運び簡単 組立簡単 バーベキュー アウトドア 登山	笑's		11000	OK	笑's コンパクト焚き火グリル 「B-GO」 グリルプレート3点セット/SHO-006S	10800	in_stock(cart) 残り5点 ご注文はお早めに 在庫状況 について	ok	-2%	marketplace	2026-09-21T22:37:19Z	campkit-20260921-37	笑's コンパクト焚き火グリル「B-GO」グリルプレート3点セット/SHO-006S（変種なし）。カード「3点セット（本体+グリルプレート+ハードロストル）」と構成一致。詳細欄は梱包サイズのみ＝例外(4)（タイトルの型番・構成で判断）。¥10,800（カード¥11,000・-2%）・残り5点。seller 京都のアウトドアショップ〜AQUA〜
camp-hammock	1	adepeche-3way-set	0	none			a.depeche 自立式ハンモック 3way 5点セット SHP-3WHMK ハンモックチェア スタンド 折りたたみ	a.depeche	3WAY SHP-3WHMK	20790	-									
camp-hammock	2	groovy-3way	0	amazonAsin	B07BYHSY8D	https://www.amazon.co.jp/dp/B07BYHSY8D	Groovy 自立式ハンモック 3way 折りたたみ ハンモックチェア スタンド	Groovy	3WAY	9720	OK	GROOVY OUTSTYLE 自立式 ハンモック チェア ハンガーラック 3WAY 室内 屋外 アウトドア 樅 ブラウン×ブラウン	12800	in_stock(cart) 通常4～5日以内に発送します。 在庫状況 について	ok	+32%	marketplace	2026-09-21T23:34:44Z	campkit-20260921-90	90: seller_type 棚卸し（#56 第2弾・チャンク1）。★official→marketplace。販売元「GROOVY OUTSTYLE」／dp ブランド欄 byline=Fun Mock・商品情報テーブル ブランド名=Fun Mock（メーカー名欄は GROOVY OUTSTYLE）。経路①不成立（店舗名に Fun Mock が現れない）。経路②不成立（メーカー名欄の GROOVY OUTSTYLE は法人名ではなく、法人名とブランド名の並記がページ内に無い）。商品タイトルは GROOVY OUTSTYLE だが、ブランド欄の定義（テーブルのブランド行が第1優先）に従い Fun Mock を採った。
camp-hammock	3	osoto-normal	0	amazonAsin	B01ANFAAFG	https://www.amazon.co.jp/dp/B01ANFAAFG	OSOTO ゆらふわモック ノーマルタイプ 自立式ハンモック 折りたたみ スタンド付 収納	OSOTO		8082	OK	自立式ハンモック ゆらふわモック ノーマルタイプ【折りたたみハンモック】 (ブラウン×ブラウン)	8980	in_stock(cart) 在庫あり。 在庫状況 について	ok	+11%	marketplace	2026-09-21T23:34:48Z	campkit-20260921-39	ゆらふわモック ノーマルタイプ（SHARE STYLE）・「ブラウン×ブラウン」変種（B01ANFAAFG・parent B01ANFAAN8・18 色組）・240×78cm・8.4kg・耐荷重330kg。カードは色を名指ししない（楽天の既定は ホワイト×レインボー）。型番欄なし＝例外(4)・商品名と仕様で一致。¥8,980（カード¥8,082・+11%。楽天の現在価格 ¥8,480）。seller ハンモック屋（ハンモック専門の小売。SHARE STYLE 名義とは確認できず）
camp-hammock	4	marz-3way-long	0	none			marz 自立式ハンモック 3way ロング ハンモックチェア スタンド 折りたたみ	marz	3WAY	8980	-									
camp-hammock	5	osoto-long	0	amazonAsin	B072FMZZK6	https://www.amazon.co.jp/dp/B072FMZZK6	OSOTO ゆらふわモック ロングタイプ 自立式ハンモック 高身長対応 折りたたみ スタンド	OSOTO		9720	OK	自立式ハンモック 大きいサイズ ゆらふわモック ロングタイプ 【折りたたみハンモック】 (ブラウン×ブラウン)	10800	in_stock(cart) 残り9点 ご注文はお早めに 在庫状況 について	ok	+11%	marketplace	2026-09-21T23:34:52Z	campkit-20260921-39	ゆらふわモック ロングタイプ（大きいサイズ）・スタンド ブラウン×ネット ブラウン（B072FMZZK6・変種なし）・270×91cm・7kg・耐荷重330kg。カード「ロングタイプ 高身長対応」と一致・色は名指しなし。型番欄なし＝例外(4)。¥10,800（カード¥9,720・+11%。楽天の現在価格 ¥10,300）・残り9点。seller ハンモック屋
camp-headlight-beginner	1	headlight-sc200b-32g	0	amazonAsin	B0BYRZLMCM	https://www.amazon.co.jp/dp/B0BYRZLMCM	【圧倒的な高評価レビュー1400件超】【 最軽量32g 】 ヘッドライト LED 防水 登山 釣り キャンプ 登山用 アウトドア用 防災 災害対策 LEDヘッドライト ヘッドランプ LEDヘッドランプ LEDライト 乾電池式 SC-200B	ヘッドライト	SC-200B	1680	OK	ヘッドライト 乾電池 単4 軽量 コンパクト ヘッドランプ 防水 N-FORCE SC-200B	1680	in_stock(cart) 在庫あり。	ok	0%	marketplace	2026-09-22T07:48:55Z	campkit-20260921-52	52: dp B0BYRZLMCM＝N-FORCE ヘッドライト「200ルーメン/単４電池 SC-200B」変種（親 B0FCXY89FY・変種 SC-200B／SC-300R）・型番 SC-200B・32g・単4×3・¥1,680＝カード price と一致・N-FORCE正規店 FLUFFY_STORE（正規店名義＝店名が商材と関係・ブランド運営会社かは未確認のため marketplace）・在庫あり。カード name（SC-200B 最軽量32g）／楽天 k-power/sc-200b と型番一致
camp-headlight-beginner	2	headlight-sr01l-sensor	0	none			【圧倒的な高評価レビュー1500件超】ヘッドライト 充電式ヘッドライト センサー点灯 ヘッドランプ LED 釣り 登山 アウトドア用 作業灯 軽量 長時間 SR-01L	ヘッドライト	SR-01L	2880	-									
camp-headlight-beginner	3	headlight-sc300r-400r	0	amazonAsin	B0C8T7FK1L	https://www.amazon.co.jp/dp/B0C8T7FK1L	ヘッドライト 充電式 LED 防水 登山 釣り キャンプ 登山用 アウトドア用 防災 災害対策 LEDヘッドライト ヘッドランプ LEDヘッドランプ LEDライト SC-300R SC-400R	ヘッドライト	SC-300R SC-400R	1480	shared_asin	ヘッドライト 充電式 軽量 コンパクト ヘッドランプ 防水N-FORCE SC-300R	1470	in_stock(cart) 在庫あり。 在庫状況 について	ok	-1%	marketplace	2026-09-22T07:48:59Z	campkit-20260921-52	52: dp B0C8T7FK1L＝N-FORCE ヘッドライト「140ルーメン/充電式 SC-300R」変種（親 B0FCXY89FY）・型番 SC-300R・53g・リチウムポリマー内蔵・¥1,470・N-FORCE正規店 FLUFFY_STORE（marketplace・#1 と同店）・在庫あり。カード name は「SC-300R SC-400R」を並記（楽天 k-power/sc-300r の選択SKU sc-300r＝card-name-check の model_mismatch・台帳 name_fix 管轄）だが、リンク先の楽天 SKU は SC-300R なので Amazon 側の SC-300R と一致＝ok。shared_asin: headlight-rechargeable#4 と同 ASIN（未照合・本行参照）
camp-headlight-beginner	4	headlight-6200lm	0	none			LOESOKO ヘッドライト YJ-T105 6200ルーメン 充電式 LED ヘッドランプ 軽量 防水 防塵	LOESOKO	YJ-T105	2799	-									
camp-headlight-beginner	5	ladweather-headlight-42g	0	amazonAsin	B096B3XDH3	https://www.amazon.co.jp/dp/B096B3XDH3	LAD WEATHER ラドウェザー LEDヘッドライト 充電式 超軽量42g センサー搭載 IP44 防塵・防水 USB充電 ブラック	LAD		1480	OK	[ラドウェザー] ヘッドライト 充電式 センサー搭載 防水 LED ライト 防災 災害 キャンプ アウトドア 登山 釣り 作業用 (ブラック)	1480	in_stock(cart) 在庫あり。 在庫状況 について	ok	0%	official	2026-09-21T23:34:55Z	campkit-20260921-39	LAD WEATHER LED ヘッドライト ledmaster013・「ブラック」変種（B096B3XDH3・parent B09MQ72GZ3）・42g・センサー・USB 充電。楽天 ledmaster013（01.ブラック）と型番・色一致。¥1,480=カード。seller LAD WEATHER (ラドウェザー)＝ブランド直営
camp-hot-carpet	1	yamazen-sut-102	0	amazonAsin	B0FHVRNHCT	https://www.amazon.co.jp/dp/B0FHVRNHCT	山善 ホットカーペット SUT-102 1畳 170×85cm 本体	山善	SUT-102	6980	shared_asin	[山善] ホットカーペット 空気をキレイにする 電気カーペット 1畳 (170cm×85cm) 節電 ダニ対策機能 5段階温度調節 消臭 コンパクト収納 SUT-102	8980	in_stock(cart) 残り11点 ご注文はお早めに 在庫状況 について	ok	+29%	amazon	2026-09-21T22:37:23Z	campkit-20260921-37	山善 ホットカーペット SUT-102・「1畳／a)新モデル」変種（B0FHVRNHCT）・170×85cm・本体（ホットカーペット単体）。カード「SUT-102 1畳 170×85cm 本体」と一致。¥8,980（カード¥6,980・+29%）・残り11点
camp-hot-carpet	2	yamazen-yzd-101fl	0	none			山善 ホットカーペット フローリング調 YZD-101FL 1畳 170×85cm ライトブラウン 本体	山善	YZD-101FL	12800	-									
camp-hot-carpet	3	watanabe-whc-105	0	amazonAsin	B0B4ZS2SHR	https://www.amazon.co.jp/dp/B0B4ZS2SHR	ワタナベ工業 電気カーペット WHC-105 1畳 88×176cm 本体 日本製	ワタナベ工業	WHC-105	5480	OK	ワタナベ工業 ラグ･カーペット 電気カーペット 1畳 本体 温度調節 コンパクト 日本製 WHC-105	6013	in_stock(cart) 残り1点（入荷予定あり） 在庫状況 について	ok	+10%	amazon	2026-09-21T22:37:26Z	campkit-20260921-37	ワタナベ工業 電気カーペット WHC-105 1畳 本体・88×176cm・220W・日本製（変種なし）。カードと一致。¥6,013（カード¥5,480・+10%）・残り1点（入荷予定あり）
camp-hot-carpet	4	hitachi-hhlu-s2020	0	none			日立 ホットカーペット HHLU-S2020 2畳 176×176cm 本体	日立	HHLU-S2020	14980	-									
camp-hot-carpet	5	sugiyama-na-171tm	0	amazonAsin	B001D5O8HM	https://www.amazon.co.jp/dp/B001D5O8HM	椙山紡織 ホットテーブルマット NA-171TM 60×110cm ブラウン 木目調	椙山紡織	NA-171TM	6580	OK	Sugiyama ホットテーブルマット NA-171TM	6979	in_stock(cart) 残り9点 ご注文はお早めに 在庫状況 について	ok	+6%	marketplace	2026-09-21T22:37:30Z	campkit-20260921-37	椙山紡織 ホットテーブルマット NA-171TM・60×110cm・140W・日本製（変種なし）。カードと型番・寸法一致（Amazon のカラー欄「ナチュラル」は木目調の表記差）。¥6,979（カード¥6,580・+6%）。seller PC FREAK（家電小売・詳細欄あり）
camp-kettle-recommend	1	campingmoon-kettle-alu	0	amazonAsin	B09W67C7XK	https://www.amazon.co.jp/dp/B09W67C7XK	キャンピングムーン キャンプケトル 直火 やかん 1.0L アルミ 軽量 コンパクト	キャンピングムーン		1620	OK	キャンピングムーン(CAMPING MOON) アルマイト フェミナ ケットル ケトル 1-2人用 1.0L S1000 グレー	1982	in_stock(cart) 在庫あり。	ok	+22%	amazon	2026-09-21T22:37:34Z	campkit-20260921-37	キャンピングムーン アルマイト ケトル・「1.0L S1000」変種（B09W67C7XK）・グレー・180g・アルミ。カード「1.0L アルミ」と一致（同ページに 1.5L S1500／2.0L S2000）。¥1,982（カード¥1,620・+22%）
camp-kettle-recommend	2	vastland-kettle-13l	0	amazonAsin	B0B1PVD4SL	https://www.amazon.co.jp/dp/B0B1PVD4SL	VASTLAND キャンプケトル アウトドアケトル やかん 1.3L アルミ 直火対応	VASTLAND		1980	OK	VASTLAND(ヴァストランド) キャンプケトル アウトドアケトル やかん アルミ 直火対応	1980	in_stock(cart) 在庫あり。	ok	0%	official	2026-09-21T23:34:59Z	campkit-20260921-39	VASTLAND キャンプケトル・「【2】1300ml」変種（B0B1PVD4SL・parent B0B1DHRYDS／700ml B0B1PSX4TL）・VL0257・アルミ・180g・直火対応。楽天 VL-ACK-1300（1300ml）と一致。カード「1.3L アルミ 直火対応」と一致。¥1,980=カード。seller VASTLAND DIRECT STORE
camp-kettle-recommend	3	campingmoon-kettle-flat	0	amazonAsin	B09W65V1VC	https://www.amazon.co.jp/dp/B09W65V1VC	キャンピングムーン キャンプケトル 直火 やかん 1.5L アルミ フラット型 防錆	キャンピングムーン		2180	OK	キャンピングムーン(CAMPING MOON) アルマイト フェミナ ケットル ケトル 2-3人用 1.5L S1500	2083	in_stock(cart) 在庫あり。	ok	-4%	amazon	2026-09-21T23:35:03Z	campkit-20260921-39	キャンピングムーン アルマイト ケトル・「1.5L S1500」変種（B09W65V1VC・parent B0B696WDRW／S1000・S2000）・220g・φ185×95mm。楽天 bs-s1500 と型番一致。カード「1.5L アルミ フラット型」と一致。¥2,083（カード¥2,180・-4%）
camp-kettle-recommend	4	fielddoor-titanium-kettle	0	amazonAsin	B09JG6FCF5	https://www.amazon.co.jp/dp/B09JG6FCF5	FIELDOOR チタンケトル 700ml 約14.5cm チタン製 軽量 コンパクト 直火 キャンピングケトル	FIELDOOR		4510	OK	FIELDOOR チタンケトル やかん 軽くて頑丈なチタン製 約150g 容量700ml 着脱式ハンドルカバー 料理 キャンプ アウトドア 日常使い 調理器具	4900	in_stock(cart) 在庫あり。 在庫状況 について	ok	+9%	marketplace	2026-09-21T23:35:07Z	campkit-20260921-39	FIELDOOR チタンケトル 700ml・約150g・14.5×14cm（収納 7.2cm）・シリコンハンドルカバー・収納袋（変種なし）。楽天 a13098 と同一（楽天の型番欄は「チタンケトル」のみ＝例外(4)・仕様 3 点一致）。カード「700ml 約14.5cm」と一致。¥4,900（カード¥4,510・+9%）。seller 【安心の日本企業、全品1年保証】グッズアベニュー（出品者出荷・64,237 評価。FIELDOOR 運営元コンポジットの直販名義かは dp からは確認できず marketplace）
camp-kettle-recommend	5	campingmoon-kettle-steel	0	amazonAsin	B0CZDLNXC2	https://www.amazon.co.jp/dp/B0CZDLNXC2	キャンピングムーン ケトル ステンレス SW-1 シルバー 直火・焚き火 1.0L 吊り下げ コーヒーケトル	キャンピングムーン	SW-1	3560	OK	キャンピングムーン(CAMPING MOON) 焚き火 ステンレスケトル ミニケトル やかん ポット 直火 キャンプケトル 一体成形 ステンレス304 1.0L SW-1	3240	in_stock(cart) 在庫あり。 在庫状況 について	ok	-9%	amazon	2026-09-21T23:35:10Z	campkit-20260921-39	キャンピングムーン ステンレスケトル SW-1・「シルバー」変種（B0CZDLNXC2・parent B0FPBYPBHL／ブラック B0DY4LL3Z2）・満水1.0L・330g・ステンレス304。楽天 SW1／シルバー／単品と一致。カード「SW-1 シルバー 1.0L」と一致。¥3,240（カード¥3,560・-9%）
camp-knife-beginner	1	mora-companion	0	amazonAsin	B004ZAIXSC	https://www.amazon.co.jp/dp/B004ZAIXSC	Morakniv モーラナイフ コンパニオン ステンレス 12215 ミリタリーグリーン	Morakniv		2420	shared_asin	モーラナイフ コンパニオン ステンレス Morakniv | ナイフ キャンプナイフ キャンプ アウトドア キャンプ用品 アウトドア用品 料理 調理 釣り 登山 防災 ステンレス バトニング 薪割り 刃厚2.5mm ソロキャンプ Companion (ミリタリーグリーン)	2420	in_stock(cart) 在庫あり。	ok	0%	marketplace	2026-09-22T20:19:52Z	campkit-20260921-67	67: moraknife#1#companion-stainless と同一 ASIN（B004ZAIXSC）。正の行は moraknife#1 で、判定根拠はそちらの note を参照（変種一覧 7 件のうち [ミリタリーグリーン] に着地＝カード name の名指しと一致）。53 の shared_asin 規則どおり両行に同じ verdict・同じ販売元判定を書いた。55 で既に ok 判定済みだった唯一の既判定行で、本回の再取得でも結論は変わらない（人手で覆していない）。★キュー#42 の申し送り: 本行のカード price は ¥2,420、moraknife#1 は ¥2,310 で ¥110 食い違うため、本行は gap 0%・moraknife#1 は gap +5% と price_gap の値が 2 行で分かれるが、これは price の差による正常な結果（そろえない）。価格そのものは本タスクでは触っていない。
camp-knife-beginner	2	opinel-no8	0	amazonAsin	B0811Q8VN7	https://www.amazon.co.jp/dp/B0811Q8VN7	OPINEL オピネル ステンレススチール No.8 8.5cm ブナ材ハンドル	OPINEL		2376	OK	[ オピネル ] Opinel アウトドアナイフ No.8 ステンレススチール 8.5cm 折りたたみナイフ 123080 N°08 inox キャンプ 魚釣り 登山 [並行輸入品]	2250	in_stock(cart) 在庫あり。	ok	-5%	marketplace	2026-09-22T10:57:05Z	campkit-20260921-55	campkit-20260921-55 で (a) 方式により差し替え。dp: OPINEL No.8 ステンレススチール 8.5cm 123080・ブナ材・在庫あり ¥2,250。国内正規品 41438 の 2 ASIN（B0054IAGIO／B000UGYWTO）は購入ボックスなし・B000UGYWTO の dp が型番 123080 を示すので 41438≡123080＝同一商品。並行輸入品（QUESTION）。販売元 ruu-ruu＝52 で marketplace / campkit-20260921-56 §A で name から品番・流通表記を外した（楽天 41438 / Amazon 123080 の表記差を避けるため）
